Abbreviation,Year,RoundNumber,BestQualiLap_s,CurrentDriverForm,LastDriverForm,TeamAvgPosition,LastTeamPerf,LastTrackPerf,Weather_code,Event_Australian Grand Prix
SAI,2025,1,75.931,18.0,5.6521739130434785,11.5,15.170212765957446,1.0,0,True
SAI,2025,1,75.931,18.0,5.6521739130434785,11.5,15.170212765957446,4.0,0,True
SAI,2025,1,75.931,18.0,5.6521739130434785,11.5,15.170212765957446,3.0,0,True
SAI,2025,1,75.931,18.0,5.6521739130434785,11.5,15.170212765957446,6.0,0,True
SAI,2025,1,75.931,18.0,5.6521739130434785,11.5,15.170212765957446,7.0,0,True
SAI,2025,1,75.931,18.0,5.6521739130434785,11.5,15.170212765957446,6.0,0,True
SAI,2025,1,75.931,18.0,5.6521739130434785,11.5,15.170212765957446,16.0,0,True
SAI,2025,1,75.931,18.0,5.6521739130434785,11.5,15.170212765957446,2.0,0,True
DOO,2025,1,76.315,19.0,15.0,15.0,13.3125,15.0,0,True
HAD,2025,1,76.175,20.0,,16.0,,,0,True
